Density:0.1, Vertices: 200, Time: 0.0060 seconds, MST Weight by list: 234
Density:0.2, Vertices: 200, Time: 0.0081 seconds, MST Weight by list: 202
Density:0.3, Vertices: 200, Time: 0.0205 seconds, MST Weight by list: 200
Density:0.4, Vertices: 200, Time: 0.0168 seconds, MST Weight by list: 199
Density:0.5, Vertices: 200, Time: 0.0183 seconds, MST Weight by list: 199
Density:0.6, Vertices: 200, Time: 0.0203 seconds, MST Weight by list: 199
Density:0.7, Vertices: 200, Time: 0.0243 seconds, MST Weight by list: 199
Density:0.8, Vertices: 200, Time: 0.0288 seconds, MST Weight by list: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 64
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 58
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 51
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 41
Density:0.5, Vertices: 20, Time: 0.0011 seconds, MST Weight by list: 53
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 31
Density:0.7, Vertices: 20, Time: 0.0011 seconds, MST Weight by list: 26
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by list: 28
Density:0.1, Vertices: 50, Time: 0.0000 seconds, MST Weight by list: 168
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by list: 78
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by list: 65
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by list: 58
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by list: 53
Density:0.6, Vertices: 50, Time: 0.0009 seconds, MST Weight by list: 51
Density:0.7, Vertices: 50, Time: 0.0020 seconds, MST Weight by list: 49
Density:0.8, Vertices: 50, Time: 0.0011 seconds, MST Weight by list: 50
Density:0.1, Vertices: 70, Time: 0.0000 seconds, MST Weight by list: 155
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by list: 91
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by list: 82
Density:0.4, Vertices: 70, Time: 0.0011 seconds, MST Weight by list: 73
Density:0.5, Vertices: 70, Time: 0.0031 seconds, MST Weight by list: 72
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by list: 71
Density:0.7, Vertices: 70, Time: 0.0030 seconds, MST Weight by list: 69
Density:0.8, Vertices: 70, Time: 0.0041 seconds, MST Weight by list: 69
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by list: 170
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by list: 101
Density:0.3, Vertices: 90, Time: 0.0040 seconds, MST Weight by list: 93
Density:0.4, Vertices: 90, Time: 0.0050 seconds, MST Weight by list: 94
Density:0.5, Vertices: 90, Time: 0.0020 seconds, MST Weight by list: 91
Density:0.6, Vertices: 90, Time: 0.0041 seconds, MST Weight by list: 89
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by list: 89
Density:0.8, Vertices: 90, Time: 0.0046 seconds, MST Weight by list: 89
Density:0.1, Vertices: 100, Time: 0.0010 seconds, MST Weight by list: 180
Density:0.2, Vertices: 100, Time: 0.0021 seconds, MST Weight by list: 113
Density:0.3, Vertices: 100, Time: 0.0020 seconds, MST Weight by list: 107
Density:0.4, Vertices: 100, Time: 0.0040 seconds, MST Weight by list: 99
Density:0.5, Vertices: 100, Time: 0.0030 seconds, MST Weight by list: 99
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by list: 99
Density:0.7, Vertices: 100, Time: 0.0046 seconds, MST Weight by list: 99
Density:0.8, Vertices: 100, Time: 0.0048 seconds, MST Weight by list: 99
Density:0.1, Vertices: 120, Time: 0.0010 seconds, MST Weight by list: 179
Density:0.2, Vertices: 120, Time: 0.0031 seconds, MST Weight by list: 134
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by list: 123
Density:0.4, Vertices: 120, Time: 0.0062 seconds, MST Weight by list: 120
Density:0.5, Vertices: 120, Time: 0.0060 seconds, MST Weight by list: 119
Density:0.6, Vertices: 120, Time: 0.0055 seconds, MST Weight by list: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by list: 119
Density:0.8, Vertices: 120, Time: 0.0070 seconds, MST Weight by list: 119
Density:0.1, Vertices: 150, Time: 0.0040 seconds, MST Weight by list: 201
Density:0.2, Vertices: 150, Time: 0.0050 seconds, MST Weight by list: 158
Density:0.3, Vertices: 150, Time: 0.0040 seconds, MST Weight by list: 152
Density:0.4, Vertices: 150, Time: 0.0050 seconds, MST Weight by list: 150
Density:0.5, Vertices: 150, Time: 0.0076 seconds, MST Weight by list: 149
Density:0.6, Vertices: 150, Time: 0.0088 seconds, MST Weight by list: 149
Density:0.7, Vertices: 150, Time: 0.0106 seconds, MST Weight by list: 149
Density:0.8, Vertices: 150, Time: 0.0148 seconds, MST Weight by list: 149
Density:0.1, Vertices: 180, Time: 0.0035 seconds, MST Weight by list: 216
Density:0.2, Vertices: 180, Time: 0.0040 seconds, MST Weight by list: 188
Density:0.3, Vertices: 180, Time: 0.0126 seconds, MST Weight by list: 180
Density:0.4, Vertices: 180, Time: 0.0081 seconds, MST Weight by list: 179
Density:0.5, Vertices: 180, Time: 0.0176 seconds, MST Weight by list: 180
Density:0.6, Vertices: 180, Time: 0.0116 seconds, MST Weight by list: 179
